	Level	Test Name	Entity	Label	Debug Message
107	CURATION	identifier_property_missing	http://edamontology.org/data_1891	'iHOP symbol'	is missing regex property
108	CURATION	identifier_property_missing	http://edamontology.org/data_1896	'Locus ID (ASPGD)'	is missing regex property
109	CURATION	identifier_property_missing	http://edamontology.org/data_1897	'Locus ID (MGG)'	is missing regex property
110	CURATION	identifier_property_missing	http://edamontology.org/data_1898	'Locus ID (CGD)'	is missing regex property
111	CURATION	identifier_property_missing	http://edamontology.org/data_1899	'Locus ID (CMR)'	is missing regex property
112	CURATION	identifier_property_missing	http://edamontology.org/data_1900	'NCBI locus tag'	is missing regex property
113	CURATION	identifier_property_missing	http://edamontology.org/data_1901	'Locus ID (SGD)'	is missing regex property
114	CURATION	identifier_property_missing	http://edamontology.org/data_1902	'Locus ID (MMP)'	is missing regex property
115	CURATION	identifier_property_missing	http://edamontology.org/data_1903	'Locus ID (DictyBase)'	is missing regex property
116	CURATION	identifier_property_missing	http://edamontology.org/data_1904	'Locus ID (EntrezGene)'	is missing regex property
117	CURATION	identifier_property_missing	http://edamontology.org/data_1905	'Locus ID (MaizeGDB)'	is missing regex property
118	CURATION	identifier_property_missing	http://edamontology.org/data_1907	'Gene ID (KOME)'	is missing regex property
119	CURATION	identifier_property_missing	http://edamontology.org/data_1908	'Locus ID (Tropgene)'	is missing regex property
120	CURATION	identifier_property_missing	http://edamontology.org/data_2102	'KEGG organism code'	is missing regex property
121	CURATION	identifier_property_missing	http://edamontology.org/data_2104	'BioCyc ID'	is missing regex property
122	CURATION	identifier_property_missing	http://edamontology.org/data_2105	'Compound ID (BioCyc)'	is missing regex property
123	CURATION	identifier_property_missing	http://edamontology.org/data_2106	'Reaction ID (BioCyc)'	is missing regex property
124	CURATION	identifier_property_missing	http://edamontology.org/data_2107	'Enzyme ID (BioCyc)'	is missing regex property
125	CURATION	identifier_property_missing	http://edamontology.org/data_2112	'FlyBase primary identifier'	is missing regex property
126	CURATION	identifier_property_missing	http://edamontology.org/data_2174	'FlyBase secondary identifier'	is missing regex property
127	CURATION	identifier_property_missing	http://edamontology.org/data_2209	'Mutation ID'	is missing regex property
128	CURATION	identifier_property_missing	http://edamontology.org/data_2220	'Sequence cluster ID (SYSTERS)'	is missing regex property
129	CURATION	identifier_property_missing	http://edamontology.org/data_2285	'Gene ID (MIPS)'	is missing regex property
130	CURATION	identifier_property_missing	http://edamontology.org/data_2290	'EMBL accession'	is missing regex property
131	CURATION	identifier_property_missing	http://edamontology.org/data_2292	'GenBank accession'	is missing regex property
132	CURATION	identifier_property_missing	http://edamontology.org/data_2293	'Gramene secondary identifier'	is missing regex property
133	CURATION	identifier_property_missing	http://edamontology.org/data_2297	'Gene ID (ECK)'	is missing regex property
134	CURATION	identifier_property_missing	http://edamontology.org/data_2298	'Gene ID (HGNC)'	is missing regex property
135	CURATION	identifier_property_missing	http://edamontology.org/data_2302	'STRING ID'	is missing regex property
136	CURATION	identifier_property_missing	http://edamontology.org/data_2314	'GI number'	is missing regex property
137	CURATION	identifier_property_missing	http://edamontology.org/data_2315	'NCBI version'	is missing regex property
138	CURATION	identifier_property_missing	http://edamontology.org/data_2325	'REBASE enzyme number'	is missing regex property
139	CURATION	identifier_property_missing	http://edamontology.org/data_2327	'GI number (protein)'	is missing regex property
140	CURATION	identifier_property_missing	http://edamontology.org/data_2345	'Pathway ID (ConsensusPathDB)'	is missing regex property
141	CURATION	identifier_property_missing	http://edamontology.org/data_2346	'Sequence cluster ID (UniRef)'	is missing regex property
142	CURATION	identifier_property_missing	http://edamontology.org/data_2347	'Sequence cluster ID (UniRef100)'	is missing regex property
143	CURATION	identifier_property_missing	http://edamontology.org/data_2348	'Sequence cluster ID (UniRef90)'	is missing regex property
144	CURATION	identifier_property_missing	http://edamontology.org/data_2349	'Sequence cluster ID (UniRef50)'	is missing regex property
145	CURATION	identifier_property_missing	http://edamontology.org/data_2356	'RFAM accession'	is missing regex property
146	CURATION	identifier_property_missing	http://edamontology.org/data_2367	'ASTD ID'	is missing regex property
147	CURATION	identifier_property_missing	http://edamontology.org/data_2368	'ASTD ID (exon)'	is missing regex property
148	CURATION	identifier_property_missing	http://edamontology.org/data_2369	'ASTD ID (intron)'	is missing regex property
149	CURATION	identifier_property_missing	http://edamontology.org/data_2370	'ASTD ID (polya)'	is missing regex property
150	CURATION	identifier_property_missing	http://edamontology.org/data_2371	'ASTD ID (tss)'	is missing regex property
151	CURATION	identifier_property_missing	http://edamontology.org/data_2374	'Spot serial number'	is missing regex property
152	CURATION	identifier_property_missing	http://edamontology.org/data_2375	'Spot ID (HSC-2DPAGE)'	is missing regex property
153	CURATION	identifier_property_missing	http://edamontology.org/data_2380	'CABRI accession'	is missing regex property
154	CURATION	identifier_property_missing	http://edamontology.org/data_2383	'EGA accession'	is missing regex property
155	CURATION	identifier_property_missing	http://edamontology.org/data_2385	'RefSeq accession (protein)'	is missing regex property
156	CURATION	identifier_property_missing	http://edamontology.org/data_2386	'EPD ID'	is missing regex property
157	CURATION	identifier_property_missing	http://edamontology.org/data_2387	'TAIR accession'	is missing regex property
158	CURATION	identifier_property_missing	http://edamontology.org/data_2388	'TAIR accession (At gene)'	is missing regex property
159	CURATION	identifier_property_missing	http://edamontology.org/data_2389	'UniSTS accession'	is missing regex property
160	CURATION	identifier_property_missing	http://edamontology.org/data_2390	'UNITE accession'	is missing regex property
161	CURATION	identifier_property_missing	http://edamontology.org/data_2391	'UTR accession'	is missing regex property
162	CURATION	identifier_property_missing	http://edamontology.org/data_2393	'mFLJ/mKIAA number'	is missing regex property
163	CURATION	identifier_property_missing	http://edamontology.org/data_2398	'Ensembl protein ID'	is missing regex property
164	CURATION	identifier_property_missing	http://edamontology.org/data_2578	'ArachnoServer ID'	is missing regex property
165	CURATION	identifier_property_missing	http://edamontology.org/data_2580	'BindingDB Monomer ID'	is missing regex property
166	CURATION	identifier_property_missing	http://edamontology.org/data_2588	'BlotBase blot ID'	is missing regex property
167	CURATION	identifier_property_missing	http://edamontology.org/data_2591	'Brite hierarchy ID'	is missing regex property
168	CURATION	identifier_property_missing	http://edamontology.org/data_2593	'BRENDA organism ID'	is missing regex property
169	CURATION	identifier_property_missing	http://edamontology.org/data_2639	'PubChem ID'	is missing regex property
170	CURATION	identifier_property_missing	http://edamontology.org/data_2700	'CATH identifier'	is missing regex property
171	CURATION	identifier_property_missing	http://edamontology.org/data_2701	'CATH node ID (family)'	is missing regex property
172	CURATION	identifier_property_missing	http://edamontology.org/data_2702	'Enzyme ID (CAZy)'	is missing regex property
173	CURATION	identifier_property_missing	http://edamontology.org/data_2704	'Clone ID (IMAGE)'	is missing regex property
174	CURATION	identifier_property_missing	http://edamontology.org/data_2709	'CleanEx entry name'	is missing regex property
175	CURATION	identifier_property_missing	http://edamontology.org/data_2713	'Protein ID (CORUM)'	is missing regex property
176	CURATION	identifier_property_missing	http://edamontology.org/data_2714	'CDD PSSM-ID'	is missing regex property
177	CURATION	identifier_property_missing	http://edamontology.org/data_2715	'Protein ID (CuticleDB)'	is missing regex property
178	CURATION	identifier_property_missing	http://edamontology.org/data_2716	'DBD ID'	is missing regex property
179	CURATION	identifier_property_missing	http://edamontology.org/data_2719	'dbProbe ID'	is missing regex property
180	CURATION	identifier_property_missing	http://edamontology.org/data_2721	'DiProDB ID'	is missing regex property
181	CURATION	identifier_property_missing	http://edamontology.org/data_2723	'Protein ID (DisProt)'	is missing regex property
182	CURATION	identifier_property_missing	http://edamontology.org/data_2725	'Ensembl transcript ID'	is missing regex property
183	CURATION	identifier_property_missing	http://edamontology.org/data_2729	'COGEME EST ID'	is missing regex property
184	CURATION	identifier_property_missing	http://edamontology.org/data_2730	'COGEME unisequence ID'	is missing regex property
185	CURATION	identifier_property_missing	http://edamontology.org/data_2731	'Protein family ID (GeneFarm)'	is missing regex property
186	CURATION	identifier_property_missing	http://edamontology.org/data_2736	'Sequence feature ID (SwissRegulon)'	is missing regex property
187	CURATION	identifier_property_missing	http://edamontology.org/data_2737	'FIG ID'	is missing regex property
188	CURATION	identifier_property_missing	http://edamontology.org/data_2738	'Gene ID (Xenbase)'	is missing regex property
189	CURATION	identifier_property_missing	http://edamontology.org/data_2739	'Gene ID (Genolist)'	is missing regex property
190	CURATION	identifier_property_missing	http://edamontology.org/data_2741	'ABS ID'	is missing regex property
191	CURATION	identifier_property_missing	http://edamontology.org/data_2742	'AraC-XylS ID'	is missing regex property
192	CURATION	identifier_property_missing	http://edamontology.org/data_2744	'Locus ID (PseudoCAP)'	is missing regex property
193	CURATION	identifier_property_missing	http://edamontology.org/data_2745	'Locus ID (UTR)'	is missing regex property
194	CURATION	identifier_property_missing	http://edamontology.org/data_2746	'MonosaccharideDB ID'	is missing regex property
195	CURATION	identifier_property_missing	http://edamontology.org/data_2756	'TCID'	is missing regex property
196	CURATION	identifier_property_missing	http://edamontology.org/data_2759	'Gene ID (VectorBase)'	is missing regex property
197	CURATION	identifier_property_missing	http://edamontology.org/data_2766	'HAMAP ID'	is missing regex property
198	CURATION	identifier_property_missing	http://edamontology.org/data_2770	'HIT ID'	is missing regex property
199	CURATION	identifier_property_missing	http://edamontology.org/data_2771	'HIX ID'	is missing regex property
200	CURATION	identifier_property_missing	http://edamontology.org/data_2772	'HPA antibody id'	is missing regex property
201	CURATION	identifier_property_missing	http://edamontology.org/data_2773	'IMGT/HLA ID'	is missing regex property
202	CURATION	identifier_property_missing	http://edamontology.org/data_2774	'Gene ID (JCVI)'	is missing regex property
203	CURATION	identifier_property_missing	http://edamontology.org/data_2776	'ConsensusPathDB entity ID'	is missing regex property
204	CURATION	identifier_property_missing	http://edamontology.org/data_2778	'CCAP strain number'	is missing regex property
205	CURATION	identifier_property_missing	http://edamontology.org/data_2780	'Stock number (TAIR)'	is missing regex property
206	CURATION	identifier_property_missing	http://edamontology.org/data_2781	'REDIdb ID'	is missing regex property
207	CURATION	identifier_property_missing	http://edamontology.org/data_2783	'Protein family ID (PANTHER)'	is missing regex property
208	CURATION	identifier_property_missing	http://edamontology.org/data_2784	'RNAVirusDB ID'	is missing regex property
209	CURATION	identifier_property_missing	http://edamontology.org/data_2786	'NCBI Genome Project ID'	is missing regex property
210	CURATION	identifier_property_missing	http://edamontology.org/data_2787	'NCBI genome accession'	is missing regex property
211	CURATION	identifier_property_missing	http://edamontology.org/data_2789	'Protein ID (TopDB)'	is missing regex property
212	CURATION	identifier_property_missing	http://edamontology.org/data_2792	'Protein ID (PeroxiBase)'	is missing regex property
213	CURATION	identifier_property_missing	http://edamontology.org/data_2793	'SISYPHUS ID'	is missing regex property
214	CURATION	identifier_property_missing	http://edamontology.org/data_2794	'ORF ID'	is missing regex property
215	CURATION	identifier_property_missing	http://edamontology.org/data_2797	'Protein ID (LGICdb)'	is missing regex property
216	CURATION	identifier_property_missing	http://edamontology.org/data_2798	'MaizeDB ID'	is missing regex property
217	CURATION	identifier_property_missing	http://edamontology.org/data_2799	'Gene ID (MfunGD)'	is missing regex property
218	CURATION	identifier_property_missing	http://edamontology.org/data_2800	'Orpha number'	is missing regex property
219	CURATION	identifier_property_missing	http://edamontology.org/data_2802	'Protein ID (EcID)'	is missing regex property
220	CURATION	identifier_property_missing	http://edamontology.org/data_2803	'Clone ID (RefSeq)'	is missing regex property
221	CURATION	identifier_property_missing	http://edamontology.org/data_2804	'Protein ID (ConoServer)'	is missing regex property
222	CURATION	identifier_property_missing	http://edamontology.org/data_2805	'GeneSNP ID'	is missing regex property
223	CURATION	identifier_property_missing	http://edamontology.org/data_2835	'Gene ID (VBASE2)'	is missing regex property
224	CURATION	identifier_property_missing	http://edamontology.org/data_2836	'DPVweb ID'	is missing regex property
225	CURATION	identifier_property_missing	http://edamontology.org/data_2915	'Gramene identifier'	is missing regex property
226	CURATION	identifier_property_missing	http://edamontology.org/data_2916	'DDBJ accession'	is missing regex property
227	CURATION	identifier_property_missing	http://edamontology.org/data_3029	'Protein ID (EMBL/GenBank/DDBJ)'	is missing regex property
228	CURATION	identifier_property_missing	http://edamontology.org/data_3103	'ATC code'	is missing regex property
229	CURATION	identifier_property_missing	http://edamontology.org/data_3264	'COSMIC ID'	is missing regex property
230	CURATION	identifier_property_missing	http://edamontology.org/data_3265	'HGMD ID'	is missing regex property
231	CURATION	identifier_property_missing	http://edamontology.org/data_3270	'Ensembl gene tree ID'	is missing regex property
232	CURATION	identifier_property_missing	http://edamontology.org/data_3274	'MGI accession'	is missing regex property
233	CURATION	identifier_property_missing	http://edamontology.org/data_3757	'Unimod ID'	is missing regex property
234	CURATION	identifier_property_missing	http://edamontology.org/data_3769	'BRENDA ontology concept ID'	is missing regex property
235	CURATION	identifier_property_missing	http://edamontology.org/data_3856	'RNA central ID'	is missing regex property
236	CURATION	duplicate_in_concept	http://edamontology.org/format_3592	'BMP'	http://www.w3.org/2000/01/rdf-schema#label and http://www.geneontology.org/formats/oboInOwl#hasExactSynonym have the same content: 'BMP'
237	CURATION	duplicate_in_concept	http://edamontology.org/format_1631	'EXP'	http://www.geneontology.org/formats/oboInOwl#hasExactSynonym and http://www.w3.org/2000/01/rdf-schema#label have the same content: 'EXP'
238	CURATION	duplicate_in_concept	http://edamontology.org/format_1631	'EXP'	http://www.w3.org/2000/01/rdf-schema#label and http://www.geneontology.org/formats/oboInOwl#hasExactSynonym have the same content: 'EXP'
239	CURATION	duplicate_in_concept	http://edamontology.org/format_4018	'gVCF'	http://www.geneontology.org/formats/oboInOwl#hasExactSynonym and http://www.w3.org/2000/01/rdf-schema#label have the same content: 'GVCF'
240	CURATION	duplicate_in_concept	http://edamontology.org/topic_0767	'Protein and peptide identification'	http://www.geneontology.org/formats/oboInOwl#hasDefinition and http://www.w3.org/2000/01/rdf-schema#label have the same content: 'Protein and peptide identification'
241	CURATION	duplicate_in_concept	http://edamontology.org/topic_0767	'Protein and peptide identification'	http://www.w3.org/2000/01/rdf-schema#label and http://www.geneontology.org/formats/oboInOwl#hasDefinition have the same content: 'Protein and peptide identification'
242	CURATION	duplicate_in_concept	http://edamontology.org/topic_3044	'Protein interaction networks'	http://www.geneontology.org/formats/oboInOwl#hasDefinition and http://www.w3.org/2000/01/rdf-schema#label have the same content: 'Protein interaction networks'
243	CURATION	duplicate_in_concept	http://edamontology.org/topic_3044	'Protein interaction networks'	http://www.w3.org/2000/01/rdf-schema#label and http://www.geneontology.org/formats/oboInOwl#hasDefinition have the same content: 'Protein interaction networks'
244	CURATION	duplicate_in_concept	http://edamontology.org/format_3591	'TIFF'	http://www.w3.org/2000/01/rdf-schema#label and http://www.geneontology.org/formats/oboInOwl#hasExactSynonym have the same content: 'TIFF'
245	CURATION	duplicate_in_concept	http://edamontology.org/topic_0771	'Theoretical biology'	http://www.geneontology.org/formats/oboInOwl#hasDefinition and http://www.w3.org/2000/01/rdf-schema#label have the same content: 'Theoretical biology'
246	CURATION	duplicate_in_concept	http://edamontology.org/topic_0771	'Theoretical biology'	http://www.w3.org/2000/01/rdf-schema#label and http://www.geneontology.org/formats/oboInOwl#hasDefinition have the same content: 'Theoretical biology'
247	CURATION	duplicate_in_concept	http://edamontology.org/format_3789	'XQuery'	http://www.w3.org/2000/01/rdf-schema#label and http://www.geneontology.org/formats/oboInOwl#hasExactSynonym have the same content: 'XQuery'
248	CURATION	duplicate_in_concept	http://edamontology.org/format_3592	'BMP'	http://www.geneontology.org/formats/oboInOwl#hasExactSynonym and http://www.w3.org/2000/01/rdf-schema#label have the same content: 'bmp'
249	CURATION	duplicate_in_concept	http://edamontology.org/format_4018	'gVCF'	http://www.w3.org/2000/01/rdf-schema#label and http://www.geneontology.org/formats/oboInOwl#hasExactSynonym have the same content: 'gVCF'
250	CURATION	duplicate_in_concept	http://edamontology.org/format_3591	'TIFF'	http://www.geneontology.org/formats/oboInOwl#hasExactSynonym and http://www.w3.org/2000/01/rdf-schema#label have the same content: 'tiff'
251	CURATION	duplicate_in_concept	http://edamontology.org/format_3789	'XQuery'	http://www.geneontology.org/formats/oboInOwl#hasExactSynonym and http://www.w3.org/2000/01/rdf-schema#label have the same content: 'xquery'
